region_id,month,gini_index,unemployment_rate,inflation_rate,media_sentiment_index,rainfall_deviation,policy_instability_index,prior_unrest_count,population_density,food_price_index,fuel_subsidy_cut,gov_approval,neighbor_unrest_prev,unrest_event
R2,2027-04-01,0.551,7.12,4.05,-0.466,1.09,0,0.08,314.1,116.4,0,0.21,1,0
R3,2027-04-01,0.532,12.23,2.31,0.306,-1.09,2,0.48,389.4,108.3,0,0.0,1,0
R4,2027-04-01,0.356,10.54,2.66,-0.248,-2.02,2,1.72,246.2,100.7,0,0.0,0,1
R5,2027-04-01,0.454,13.15,4.13,0.037,-0.41,2,0.5,65.4,109.5,0,0.0,1,0
R6,2027-04-01,0.607,16.5,0.83,-0.59,0.4,1,0.04,318.9,120.6,0,0.0,0,0
R7,2027-04-01,0.376,16.53,4.75,-0.185,1.57,0,0.01,277.4,108.6,0,0.0,1,1
R8,2027-04-01,0.525,5.73,3.17,0.235,1.19,0,0.1,87.6,104.5,0,0.07,0,0
R9,2027-04-01,0.484,16.44,4.98,-0.725,-0.91,0,0.12,138.4,109.8,0,0.0,0,0
R10,2027-04-01,0.411,13.28,5.86,0.13,0.32,0,0.07,417.7,104.6,0,0.0,0,0
R11,2027-04-01,0.545,11.13,5.23,-0.269,1.65,1,0.74,160.3,104.1,0,0.0,0,1
R12,2027-04-01,0.585,6.91,4.12,-0.418,0.42,1,0.19,370.3,104.5,0,0.0,3,0
R13,2027-04-01,0.528,8.85,5.4,-0.182,0.75,0,0.0,459.6,104.5,0,0.0,0,0
R14,2027-04-01,0.452,6.81,2.5,0.469,-0.85,3,0.09,99.4,109.1,0,0.0,1,0
R15,2027-04-01,0.47,12.45,2.89,0.111,0.2,0,0.06,263.3,103.6,0,0.03,0,0
R16,2027-04-01,0.587,15.0,1.69,-0.387,0.47,2,1.63,52.7,108.7,0,0.0,0,0
R17,2027-04-01,0.479,6.02,4.66,-0.399,0.33,2,0.01,345.5,101.1,0,0.04,0,1
R18,2027-04-01,0.485,15.26,2.83,0.22,1.24,0,0.06,55.3,113.0,0,0.0,1,0
R19,2027-04-01,0.537,11.98,3.06,-0.056,0.4,0,0.01,138.1,107.3,0,0.0,0,1
R20,2027-04-01,0.554,10.52,3.41,0.72,-0.26,0,0.0,337.2,106.6,0,0.0,0,0
R21,2027-04-01,0.507,5.92,2.35,-0.4,0.78,3,0.03,375.5,109.6,0,0.0,1,0
R22,2027-04-01,0.323,12.82,4.54,0.07,-1.58,2,1.02,384.8,110.0,0,0.0,0,0
R23,2027-04-01,0.457,12.77,4.42,0.39,1.24,1,0.04,59.0,103.5,0,0.0,0,0
R24,2027-04-01,0.535,16.5,3.61,-0.413,1.36,0,0.13,333.5,115.9,0,0.0,1,0
R25,2027-04-01,0.393,8.32,4.43,-0.699,-0.63,0,0.08,452.9,105.9,0,0.01,0,0
R26,2027-04-01,0.376,8.5,2.48,-0.594,0.19,0,0.06,354.7,106.7,0,0.02,2,0
R27,2027-04-01,0.351,9.01,2.89,-0.133,1.04,1,0.16,453.7,110.0,0,0.22,0,0
R28,2027-04-01,0.484,16.7,3.57,0.317,-0.8,0,0.69,238.2,110.4,0,0.0,0,0
R29,2027-04-01,0.429,8.91,3.76,0.387,0.04,0,0.01,297.6,104.4,0,0.18,1,0
R30,2027-04-01,0.545,12.21,4.26,-0.054,-1.58,3,0.13,160.4,103.8,0,0.0,2,0
R31,2027-04-01,0.299,15.29,5.03,0.044,0.42,0,2.18,195.5,108.6,0,0.0,1,1
R32,2027-04-01,0.326,11.04,2.84,-0.278,-0.02,1,0.12,146.4,107.3,0,0.06,0,0
R33,2027-04-01,0.488,16.34,4.23,-0.063,-0.18,0,0.0,307.8,101.1,0,0.0,1,1
R34,2027-04-01,0.555,6.41,3.94,0.004,-1.22,1,0.0,463.6,110.6,0,0.0,1,0
R35,2027-04-01,0.389,8.03,4.4,-0.595,0.25,0,0.34,332.7,109.2,0,0.29,0,0
R36,2027-04-01,0.526,10.44,3.25,-0.144,-0.0,1,0.01,349.0,107.7,0,0.0,2,0
R37,2027-04-01,0.565,6.32,3.69,-0.565,-1.27,3,0.01,290.5,111.3,0,0.0,1,1
R38,2027-04-01,0.611,10.52,2.19,0.322,1.95,0,1.36,146.7,112.9,0,0.0,1,0
R39,2027-04-01,0.351,16.35,3.7,-0.192,-1.37,1,2.2,480.9,108.5,0,0.0,1,1
R40,2027-04-01,0.292,15.19,3.52,0.26,-0.46,1,0.06,445.2,107.2,0,0.0,0,0
R41,2027-04-01,0.561,11.68,4.68,-0.878,0.17,0,0.01,370.4,105.2,0,0.0,2,0
R42,2027-04-01,0.395,10.99,4.02,0.1,0.55,1,1.27,142.3,106.3,0,0.0,1,0
R43,2027-04-01,0.565,14.01,2.33,0.312,-0.09,0,0.46,175.5,102.0,0,0.0,2,0
R44,2027-04-01,0.562,11.74,5.03,0.147,-0.13,0,0.01,188.9,109.6,0,0.0,1,0
R45,2027-04-01,0.544,10.15,5.02,0.2,-1.11,0,0.3,196.1,103.7,0,0.0,1,0
R46,2027-04-01,0.616,14.39,4.55,-0.463,-2.55,0,1.09,390.1,100.7,0,0.0,2,1
R47,2027-04-01,0.501,8.71,3.86,-0.333,-0.65,1,1.38,441.6,108.3,0,0.0,1,0
R48,2027-04-01,0.308,9.25,3.67,0.653,0.71,0,0.09,180.4,105.4,0,0.17,0,0
R49,2027-04-01,0.347,11.01,1.75,0.119,1.23,0,0.0,313.1,103.6,1,0.0,1,0
R50,2027-04-01,0.451,12.83,5.0,-0.154,-0.53,0,0.49,479.2,118.5,0,0.0,0,0
R1,2027-05-01,0.482,9.87,2.43,0.039,-1.83,0,2.03,279.4,109.7,0,0.17,2,0
R2,2027-05-01,0.562,6.53,2.85,-0.288,1.55,0,0.06,436.4,101.2,0,0.15,0,0
R3,2027-05-01,0.566,11.69,1.35,-0.163,-1.1,1,0.34,460.9,101.4,0,0.0,4,0
R4,2027-05-01,0.342,11.26,3.01,-0.879,-0.56,0,2.2,119.2,102.6,0,0.0,1,0
R5,2027-05-01,0.402,13.46,3.53,0.218,0.3,0,0.35,235.4,106.1,0,0.07,1,0
R6,2027-05-01,0.584,12.59,3.47,-0.434,0.46,0,0.03,176.0,112.1,0,0.0,0,0
R7,2027-05-01,0.465,16.69,5.17,-0.4,1.5,0,1.01,285.6,107.6,0,0.0,1,0
R8,2027-05-01,0.481,4.09,2.16,0.423,1.46,0,0.07,66.2,107.7,1,0.0,1,0
R9,2027-05-01,0.502,16.27,3.86,0.32,0.5,2,0.09,247.2,108.0,0,0.0,1,1
R10,2027-05-01,0.401,11.07,2.3,0.179,0.41,2,0.05,387.1,109.5,0,0.0,1,1
R11,2027-05-01,0.485,10.28,2.12,-0.475,0.15,1,1.52,373.6,108.9,0,0.0,1,0
R12,2027-05-01,0.618,6.83,2.91,0.613,1.75,0,0.13,189.4,104.5,1,0.0,3,0
R13,2027-05-01,0.491,8.36,3.55,0.478,0.88,1,0.0,92.0,109.9,0,0.1,0,0
R14,2027-05-01,0.412,5.42,3.4,0.321,-0.38,0,0.06,398.2,104.9,0,0.34,2,0
R15,2027-05-01,0.444,9.67,2.0,0.375,-0.01,1,0.04,104.7,105.8,0,0.0,1,0
R16,2027-05-01,0.56,11.96,1.61,0.228,0.44,1,1.14,469.5,93.6,1,0.0,1,0
R17,2027-05-01,0.414,5.23,2.59,0.257,-0.22,0,1.01,240.4,103.7,0,0.47,1,0
R18,2027-05-01,0.447,13.76,2.67,0.006,-1.01,0,0.04,439.6,103.9,0,0.0,1,1
R19,2027-05-01,0.491,10.11,4.98,0.045,-1.19,0,1.01,380.2,109.4,0,0.07,1,1
R20,2027-05-01,0.543,8.28,2.97,-0.204,0.73,2,0.0,460.6,113.9,0,0.0,0,0
R21,2027-05-01,0.488,4.38,2.88,-0.233,0.55,0,0.02,235.1,98.9,0,0.13,2,0
R22,2027-05-01,0.268,13.33,1.33,-0.444,1.09,2,0.71,336.2,107.3,0,0.0,0,0
R23,2027-05-01,0.459,11.19,3.73,0.729,-1.28,0,0.03,104.0,109.7,0,0.0,0,0
R24,2027-05-01,0.536,13.74,3.69,0.04,1.56,2,0.09,388.0,106.2,0,0.0,1,0
R25,2027-05-01,0.361,9.35,2.76,0.309,0.58,0,0.06,408.2,107.5,0,0.07,0,0
R26,2027-05-01,0.363,7.26,3.29,0.274,-1.02,0,0.04,170.2,101.8,0,0.27,3,0
R27,2027-05-01,0.287,9.16,3.23,-0.023,-1.12,2,0.11,425.9,98.4,0,0.22,2,1
R28,2027-05-01,0.49,14.15,6.04,-1.0,0.28,0,0.48,276.6,100.7,0,0.0,3,0
R29,2027-05-01,0.428,9.21,2.31,0.222,-1.74,1,0.01,465.3,107.8,0,0.0,2,0
R30,2027-05-01,0.507,10.76,1.63,-0.043,1.52,2,0.09,82.6,118.8,0,0.0,0,0
R31,2027-05-01,0.287,12.11,2.12,0.143,-0.0,3,2.52,206.4,98.9,0,0.0,1,1
R32,2027-05-01,0.289,11.67,2.64,0.22,-0.54,2,0.08,262.4,105.7,0,0.0,0,1
R33,2027-05-01,0.458,14.73,3.25,-0.181,0.97,1,1.0,231.6,112.1,0,0.0,0,1
R34,2027-05-01,0.563,5.34,1.79,0.177,0.54,0,0.0,207.1,109.8,0,0.25,2,1
R35,2027-05-01,0.383,8.48,2.74,-0.433,-0.52,2,0.24,143.9,101.3,0,0.0,1,1
R36,2027-05-01,0.505,10.12,5.37,-0.292,1.21,0,0.01,463.9,110.4,0,0.01,2,0
R37,2027-05-01,0.571,5.66,3.34,-0.437,-1.18,0,1.01,496.9,108.9,0,0.0,2,0
R38,2027-05-01,0.568,11.59,3.66,-0.306,-0.83,0,0.95,227.1,101.3,0,0.0,1,0
R39,2027-05-01,0.369,15.95,3.08,-0.312,0.62,1,2.54,247.2,101.1,0,0.0,1,1
R40,2027-05-01,0.27,11.19,1.68,-0.076,1.62,0,0.04,112.1,111.5,0,0.24,0,0
R41,2027-05-01,0.514,11.29,3.02,-0.217,-0.16,0,0.01,184.0,105.2,0,0.0,1,0
R42,2027-05-01,0.411,8.18,2.43,-0.386,-1.45,3,0.89,78.0,100.5,0,0.0,0,1
R43,2027-05-01,0.541,12.21,1.77,-0.255,-0.33,0,0.32,327.9,115.6,0,0.0,3,0
R44,2027-05-01,0.537,11.33,3.75,-0.525,-0.31,2,0.01,278.8,113.2,0,0.0,1,1
R45,2027-05-01,0.536,8.06,2.75,-0.09,0.77,2,0.21,450.4,100.2,0,0.0,0,0
R46,2027-05-01,0.595,13.39,4.19,0.008,0.84,0,1.76,169.2,103.0,0,0.0,3,0
R47,2027-05-01,0.48,7.06,2.98,-1.0,-1.02,0,0.97,172.1,106.7,0,0.25,1,0
R48,2027-05-01,0.314,8.4,3.31,0.116,-1.27,0,0.06,368.2,103.5,0,0.28,1,0
R49,2027-05-01,0.288,12.46,2.74,-1.0,0.1,2,0.0,242.0,101.1,0,0.0,1,0
R50,2027-05-01,0.437,13.04,3.98,-0.153,-1.03,2,0.34,91.9,109.6,1,0.0,0,0
R1,2027-06-01,0.455,5.46,3.8,0.663,0.39,0,1.42,169.2,92.5,1,0.0,1,1
R2,2027-06-01,0.539,6.12,3.29,0.313,-2.35,0,0.04,124.6,103.9,0,0.05,1,0
R3,2027-06-01,0.554,7.47,2.58,0.111,-0.32,0,0.24,389.9,99.1,0,0.13,2,0
R4,2027-06-01,0.348,8.91,1.59,0.023,-0.06,0,1.54,142.8,101.2,0,0.36,1,0
R5,2027-06-01,0.394,12.59,1.47,0.258,-0.15,0,0.25,370.1,104.3,0,0.0,0,0
R6,2027-06-01,0.551,15.76,1.53,0.127,-2.41,0,0.02,61.9,101.0,0,0.0,0,0
R7,2027-06-01,0.375,13.29,2.54,0.191,1.21,1,0.71,80.0,97.5,0,0.0,2,1
R8,2027-06-01,0.429,4.03,1.48,0.27,-0.41,0,0.05,329.3,98.6,0,0.43,0,0
R9,2027-06-01,0.438,16.47,0.88,0.382,1.0,0,1.06,155.2,100.7,0,0.0,0,0
R10,2027-06-01,0.409,11.44,1.26,-0.166,0.19,0,1.04,247.8,101.5,0,0.06,1,0
R11,2027-06-01,0.476,11.09,3.13,0.24,2.19,0,1.06,164.3,101.1,0,0.0,1,0
R12,2027-06-01,0.567,4.8,2.3,0.182,1.57,1,0.09,256.0,106.6,0,0.02,2,0
R13,2027-06-01,0.478,8.11,2.19,-0.245,-1.02,1,0.0,64.4,101.5,0,0.0,1,1
R14,2027-06-01,0.395,5.46,2.1,-0.442,-0.33,2,0.04,259.6,102.8,0,0.28,2,0
R15,2027-06-01,0.47,9.74,1.23,0.175,1.68,3,0.03,456.0,99.4,0,0.0,1,0
R16,2027-06-01,0.55,13.84,2.66,-0.411,-0.48,0,0.8,465.6,96.7,0,0.02,0,0
R17,2027-06-01,0.381,5.88,1.96,-0.534,0.14,2,0.71,127.8,98.7,0,0.25,0,0
R18,2027-06-01,0.465,13.7,1.71,-0.332,0.72,0,1.03,114.0,96.7,0,0.0,1,0
R19,2027-06-01,0.521,9.82,2.09,-0.383,-1.89,2,1.7,258.2,102.4,0,0.0,0,0
R20,2027-06-01,0.515,8.33,1.41,0.111,-1.38,0,0.0,493.0,99.8,0,0.06,0,0
R21,2027-06-01,0.448,6.22,2.71,1.0,-2.68,1,0.02,118.5,108.3,0,0.05,2,0
R22,2027-06-01,0.246,11.16,0.91,-0.108,-0.36,0,0.5,140.3,104.9,0,0.08,0,1
R23,2027-06-01,0.439,9.78,4.03,0.275,-0.69,2,0.02,494.4,99.0,0,0.0,1,1
R24,2027-06-01,0.53,14.05,2.45,0.44,-1.63,2,0.06,276.3,91.7,0,0.0,1,0
R25,2027-06-01,0.317,6.66,3.3,0.151,0.22,0,0.04,272.9,101.0,0,0.21,3,0
R26,2027-06-01,0.335,4.65,0.89,0.114,-0.86,1,0.03,240.5,108.0,0,0.29,1,0
R27,2027-06-01,0.333,10.16,3.48,0.046,0.06,2,1.08,370.9,98.0,0,0.0,1,0
R28,2027-06-01,0.421,15.06,1.96,0.257,0.48,0,0.34,476.7,98.3,1,0.0,1,1
R29,2027-06-01,0.35,6.7,2.81,-0.117,-0.4,0,0.0,496.9,104.5,0,0.21,1,0
R30,2027-06-01,0.495,11.52,2.72,0.055,0.1,3,0.06,69.8,103.8,0,0.0,2,1
R31,2027-06-01,0.295,12.27,1.95,0.038,-0.37,3,2.77,137.1,101.9,0,0.0,0,1
R32,2027-06-01,0.28,12.09,2.82,0.284,-0.02,2,1.06,124.9,105.0,0,0.0,1,0
R33,2027-06-01,0.453,11.09,0.75,0.27,0.88,0,1.7,288.9,107.8,0,0.0,2,1
R34,2027-06-01,0.505,3.91,3.13,0.017,0.05,0,1.0,244.7,103.1,0,0.37,2,0
R35,2027-06-01,0.327,7.05,2.02,0.08,0.14,3,1.17,328.4,99.8,0,0.06,2,0
R36,2027-06-01,0.447,9.26,0.25,0.332,0.49,0,0.0,496.9,99.3,0,0.0,2,0
R37,2027-06-01,0.548,4.08,2.31,-0.032,0.28,1,0.71,358.3,108.4,1,0.0,2,0
R38,2027-06-01,0.561,7.07,-0.15,0.233,-0.1,1,0.67,52.3,99.1,0,0.0,1,0
R39,2027-06-01,0.365,14.38,1.96,0.052,-0.52,0,2.78,376.7,96.4,0,0.0,1,0
R40,2027-06-01,0.245,11.77,0.74,0.032,0.77,0,0.03,318.4,101.4,0,0.3,3,0
R41,2027-06-01,0.555,10.89,3.15,-0.513,-2.26,0,0.0,227.0,101.0,0,0.0,3,1
R42,2027-06-01,0.357,8.45,1.34,-0.738,1.01,3,1.62,362.3,92.2,0,0.0,1,1
R43,2027-06-01,0.535,13.22,3.44,-0.26,2.16,0,0.23,156.8,95.8,0,0.0,1,0
R44,2027-06-01,0.499,10.55,2.64,-0.548,-1.6,1,1.0,92.3,108.3,0,0.0,0,0
R45,2027-06-01,0.512,8.93,2.96,0.045,1.26,0,0.15,224.3,107.1,0,0.0,1,0
R46,2027-06-01,0.54,13.23,-0.07,0.127,-0.17,0,1.23,378.7,99.4,0,0.0,2,1
R47,2027-06-01,0.476,6.65,3.17,-0.623,-0.28,1,0.68,68.1,100.9,0,0.18,2,0
R48,2027-06-01,0.248,6.57,2.64,-0.318,-0.37,0,0.05,221.2,102.7,0,0.41,0,0
R49,2027-06-01,0.269,9.6,2.18,0.355,1.95,0,0.0,55.7,100.7,0,0.08,1,0
R50,2027-06-01,0.418,11.69,1.96,-0.111,1.78,0,0.24,211.8,92.2,0,0.12,2,1
R1,2027-07-01,0.438,5.14,2.37,0.424,1.03,0,2.0,177.7,98.4,0,0.22,2,0
R2,2027-07-01,0.475,5.61,1.26,0.053,0.27,2,0.03,81.2,101.3,0,0.24,1,0
R3,2027-07-01,0.489,7.95,1.8,-0.346,0.68,0,0.17,128.7,97.1,0,0.23,5,0
R4,2027-07-01,0.324,9.23,0.07,0.842,-0.88,0,1.08,396.9,87.3,0,0.1,0,0
R5,2027-07-01,0.377,9.76,1.77,0.19,-0.58,2,0.17,372.6,95.5,0,0.0,3,1
R6,2027-07-01,0.519,13.43,1.84,0.0,0.01,3,0.01,261.4,93.7,0,0.0,2,1
R7,2027-07-01,0.391,15.28,1.91,0.208,2.14,0,1.49,60.1,104.4,0,0.0,0,0
R8,2027-07-01,0.429,4.39,1.86,0.055,-0.16,1,0.03,247.4,93.6,0,0.36,0,0
R9,2027-07-01,0.394,14.0,1.35,0.347,-0.22,0,0.74,178.0,103.0,0,0.03,1,0
R10,2027-07-01,0.343,11.14,0.09,-0.788,1.95,1,0.73,452.7,90.5,0,0.0,2,0
R11,2027-07-01,0.493,7.74,1.52,-1.0,0.97,2,0.74,343.3,88.2,0,0.0,1,1
R12,2027-07-01,0.554,3.3,3.4,-0.669,0.59,1,0.06,492.2,96.8,0,0.0,4,0
R13,2027-07-01,0.465,7.48,1.44,0.285,-0.01,1,1.0,323.2,96.9,0,0.0,1,0
R14,2027-07-01,0.319,2.23,1.47,0.09,0.95,0,0.03,367.0,94.7,0,0.62,1,0
R15,2027-07-01,0.414,8.16,2.1,0.124,0.93,0,0.02,153.2,86.9,0,0.17,0,0
R16,2027-07-01,0.519,12.57,1.0,-0.227,-1.01,0,0.56,216.3,96.5,0,0.0,1,0
R17,2027-07-01,0.369,4.84,0.14,0.158,1.31,2,0.5,344.1,95.8,0,0.0,0,0
R18,2027-07-01,0.414,12.02,1.45,0.543,-0.24,2,0.72,182.1,90.0,0,0.0,2,1
R19,2027-07-01,0.448,9.04,-0.05,-0.431,0.91,0,1.19,214.5,97.8,0,0.13,2,0
R20,2027-07-01,0.468,6.6,2.14,-0.283,1.01,1,0.0,488.7,89.7,1,0.0,1,0
R21,2027-07-01,0.484,4.85,1.27,0.588,0.21,0,0.01,426.9,96.1,0,0.28,1,0
R22,2027-07-01,0.261,11.13,0.85,0.357,-0.15,2,1.35,155.0,79.4,0,0.22,1,1
R23,2027-07-01,0.36,9.17,1.4,-0.262,-0.92,0,1.01,61.1,94.6,0,0.15,3,0
R24,2027-07-01,0.496,12.98,-0.49,0.306,-0.61,0,0.04,311.2,93.6,0,0.0,1,1
R25,2027-07-01,0.267,7.62,1.55,0.082,-0.93,1,0.03,156.7,101.4,0,0.33,0,0
R26,2027-07-01,0.286,5.26,1.14,0.284,1.58,1,0.02,247.9,93.8,0,0.49,2,0
R27,2027-07-01,0.283,8.49,1.93,0.207,1.1,1,0.75,77.9,95.5,0,0.19,2,0
R28,2027-07-01,0.401,13.52,2.32,0.385,-0.52,0,1.24,323.0,94.3,0,0.05,2,0
R29,2027-07-01,0.341,3.91,2.01,0.043,-0.52,0,0.0,466.9,91.1,0,0.51,3,0
R30,2027-07-01,0.463,8.97,1.89,-0.416,0.75,0,1.04,364.1,93.3,0,0.15,3,0
R31,2027-07-01,0.276,11.13,2.01,0.622,0.39,2,2.94,462.6,100.5,0,0.06,1,0
R32,2027-07-01,0.221,9.9,3.55,-0.096,-0.86,1,0.74,221.5,87.0,0,0.15,1,0
R33,2027-07-01,0.407,10.23,2.19,0.662,1.01,3,2.19,436.1,102.7,0,0.0,0,1
R34,2027-07-01,0.447,2.91,0.5,0.304,0.19,1,0.7,408.2,94.4,0,0.21,1,0
R35,2027-07-01,0.32,4.82,2.68,0.304,-1.26,0,0.82,454.0,102.2,0,0.29,3,0
R36,2027-07-01,0.424,8.67,1.51,0.046,1.0,0,0.0,490.4,95.9,0,0.18,3,0
R37,2027-07-01,0.523,3.47,2.56,0.814,-1.43,2,0.5,163.0,100.8,0,0.24,1,1
R38,2027-07-01,0.481,11.1,1.07,0.314,-0.68,1,0.47,387.7,98.8,0,0.0,1,0
R39,2027-07-01,0.336,13.67,2.2,-0.455,-1.03,0,1.94,473.1,92.2,0,0.0,1,0
R40,2027-07-01,0.192,9.32,1.52,0.678,0.65,1,0.02,499.1,99.3,0,0.38,0,0
R41,2027-07-01,0.5,8.9,-0.27,0.041,-2.17,3,1.0,191.9,91.7,1,0.0,3,1
R42,2027-07-01,0.324,7.37,1.08,0.789,0.65,0,2.14,407.0,98.1,0,0.45,1,0
R43,2027-07-01,0.496,11.47,-0.21,0.133,0.26,0,0.16,380.2,100.4,0,0.0,2,0
R44,2027-07-01,0.489,8.37,1.04,0.57,-0.69,0,0.7,438.6,97.5,0,0.19,1,0
R45,2027-07-01,0.458,7.37,3.98,0.037,1.16,2,0.1,467.8,105.6,0,0.0,0,0
R46,2027-07-01,0.488,13.92,3.03,0.056,-0.37,2,1.86,202.3,98.3,0,0.0,3,1
R47,2027-07-01,0.391,5.13,2.17,-0.113,-0.37,0,0.47,79.7,91.2,0,0.35,3,1
R48,2027-07-01,0.237,6.61,-0.63,0.232,-0.28,0,0.03,205.2,98.6,0,0.34,1,0
R49,2027-07-01,0.268,8.45,3.25,-0.055,-0.21,0,0.0,444.3,94.9,0,0.23,1,0
R50,2027-07-01,0.377,8.84,1.02,0.224,-0.66,0,1.17,444.6,100.6,0,0.04,2,0
R1,2027-08-01,0.413,6.06,-0.86,0.722,-1.12,0,1.4,148.4,86.5,0,0.25,2,0
R2,2027-08-01,0.489,3.26,2.31,0.318,-0.52,0,0.02,330.5,91.4,0,0.26,0,0
R3,2027-08-01,0.5,7.65,0.6,0.235,0.01,3,0.12,466.9,96.7,0,0.0,2,0
R4,2027-08-01,0.241,8.8,-0.08,0.247,0.73,0,0.76,327.4,97.0,0,0.32,1,0
R5,2027-08-01,0.351,9.91,1.1,0.11,1.31,0,1.12,196.9,91.3,0,0.0,1,0
R6,2027-08-01,0.512,13.98,1.83,0.289,-2.03,0,1.01,89.9,93.6,0,0.0,2,0
R7,2027-08-01,0.371,13.99,-1.1,-0.063,-0.76,0,1.05,496.4,86.2,0,0.0,0,0
R8,2027-08-01,0.407,1.61,0.39,0.295,1.4,0,0.02,211.8,90.4,0,0.26,1,0
R9,2027-08-01,0.394,11.74,1.48,0.688,-0.75,1,0.52,60.0,93.9,0,0.04,0,0
R10,2027-08-01,0.315,10.22,2.11,0.783,-0.46,0,0.51,196.9,86.8,0,0.22,2,0
R11,2027-08-01,0.426,7.7,-0.44,1.0,-1.65,3,1.52,320.3,95.2,1,0.0,0,0
R12,2027-08-01,0.501,2.52,0.75,0.253,1.28,2,0.05,145.6,104.0,0,0.2,5,0
R13,2027-08-01,0.458,5.75,-1.24,0.184,1.98,0,0.7,312.2,91.9,0,0.17,2,0
R14,2027-08-01,0.302,3.07,2.79,-0.309,-1.35,0,0.02,382.9,89.1,0,0.63,0,0
R15,2027-08-01,0.41,6.79,0.27,0.704,-0.55,0,0.01,269.3,90.5,0,0.27,0,0
R16,2027-08-01,0.492,9.83,1.31,0.023,0.51,0,0.39,189.6,93.7,0,0.13,1,0
R17,2027-08-01,0.341,2.3,0.81,0.146,-0.75,0,0.35,69.9,81.5,0,0.69,1,0
R18,2027-08-01,0.365,10.51,0.93,-0.366,-1.56,0,1.5,177.9,88.8,0,0.0,1,0
R19,2027-08-01,0.437,9.36,0.17,0.401,-0.69,1,0.84,245.0,89.8,0,0.0,0,0
R20,2027-08-01,0.493,6.59,1.42,-0.611,-0.95,1,0.0,365.0,102.5,0,0.08,0,0
R21,2027-08-01,0.449,4.06,0.46,0.025,0.4,0,0.01,221.8,97.8,0,0.49,0,0
R22,2027-08-01,0.228,9.13,-0.31,-0.523,-0.17,0,1.94,343.1,82.2,0,0.29,0,0
R23,2027-08-01,0.4,10.39,1.78,0.115,0.32,0,0.71,400.6,91.3,0,0.06,2,1
R24,2027-08-01,0.465,12.08,1.28,-0.388,2.26,0,1.03,155.7,92.6,0,0.0,2,0
R25,2027-08-01,0.274,6.84,0.88,0.312,-0.33,0,0.02,383.1,82.8,0,0.39,1,0
R26,2027-08-01,0.27,2.31,0.92,0.164,-1.37,0,0.01,241.2,96.9,0,0.67,0,0
R27,2027-08-01,0.251,7.77,1.55,0.055,0.92,0,0.53,361.1,94.2,0,0.41,1,0
R28,2027-08-01,0.405,12.84,-1.11,-0.01,0.24,1,0.87,60.1,93.3,0,0.0,2,1
R29,2027-08-01,0.367,4.51,2.18,0.052,0.77,0,0.0,378.7,91.7,0,0.34,0,0
R30,2027-08-01,0.421,8.79,2.18,-0.843,1.98,2,0.73,480.8,89.6,0,0.0,1,1
R31,2027-08-01,0.274,11.32,1.43,0.136,1.56,0,2.06,196.4,90.4,0,0.49,1,0
R32,2027-08-01,0.241,8.95,-0.56,0.347,1.25,0,0.52,171.3,88.5,0,0.33,1,0
R33,2027-08-01,0.399,10.1,0.82,-0.323,0.91,0,2.53,442.0,90.6,0,0.22,2,0
R34,2027-08-01,0.463,2.92,0.29,0.365,-0.6,1,0.49,374.3,88.0,0,0.24,1,0
R35,2027-08-01,0.284,4.92,0.78,0.109,1.01,3,0.57,352.8,97.2,0,0.15,1,0
R36,2027-08-01,0.419,8.3,-1.08,-0.255,0.12,0,0.0,294.6,87.0,0,0.0,1,0
R37,2027-08-01,0.511,1.48,1.58,0.465,-1.63,0,1.35,188.4,90.5,0,0.19,1,0
R38,2027-08-01,0.482,7.49,-1.12,0.026,-0.03,0,0.33,421.5,105.5,0,0.15,2,0
R39,2027-08-01,0.319,13.26,1.78,-0.253,0.28,1,1.36,379.7,86.7,0,0.03,1,1
R40,2027-08-01,0.22,9.25,2.13,0.997,0.11,0,0.01,279.9,87.8,0,0.31,1,0
R41,2027-08-01,0.531,9.96,1.26,0.22,-1.02,0,1.7,241.0,87.2,0,0.0,3,0
R42,2027-08-01,0.263,7.21,2.53,0.372,-0.34,0,1.49,422.6,92.2,0,0.47,2,0
R43,2027-08-01,0.445,10.74,1.04,0.163,-1.22,0,0.11,303.4,90.6,0,0.21,2,0
R44,2027-08-01,0.453,9.94,1.07,0.157,-0.06,3,0.49,139.5,97.8,0,0.0,1,1
R45,2027-08-01,0.428,3.94,0.75,0.095,-2.05,0,0.07,436.7,89.3,0,0.48,0,0
R46,2027-08-01,0.5,12.53,1.7,-0.199,0.4,0,2.3,211.5,93.7,0,0.0,2,0
R47,2027-08-01,0.395,5.44,0.58,0.291,1.23,2,1.33,295.5,93.0,0,0.0,2,0
R48,2027-08-01,0.178,6.91,0.7,0.448,-0.68,0,0.02,267.5,89.4,0,0.5,1,0
R49,2027-08-01,0.242,9.54,1.39,0.139,1.36,0,0.0,157.2,87.4,0,0.12,0,1
R50,2027-08-01,0.369,11.51,-0.26,-0.137,0.11,0,0.82,494.6,102.4,0,0.15,1,0
R1,2027-09-01,0.443,5.9,2.03,0.043,-0.6,0,0.98,402.1,96.1,0,0.37,1,1
R2,2027-09-01,0.466,0.81,0.56,-0.599,0.29,0,0.01,433.4,94.0,0,0.36,0,0
R3,2027-09-01,0.467,9.53,1.46,0.447,0.19,2,0.08,94.3,91.3,0,0.0,0,0
